text,L1
"
It is very cold today and abnormal weather in fall.",Korean
used to take,Korean
I will get married with my boyfriend,Chinese
" Ways to meet people in a new place

 There are some ways to meet people in a new place.The first way is try to be a volunteer.To be a volunteer,you can help others prepare everything about the activity and contact different groups.For example,when I was a Toy Lending Library volunteer I met a lot of mothers.We shared experiences on the education of children,cooking and public activities.Another good way is to go to church.In church the priest gives us topics to discuss so we exchange ideas.We also take part in activities of church and communicate with each other.The third way is to go to your child's school.There we can meet the teachers and other parents.We can talk with each other and ask for available information.
Also we can hold a party for the children and it is a good chance to know new friends.All in all,we need proper ways to meet people in a new place.

",Chinese
"1. debt
Sentence : financial stress from the growing debt helped to cause his divorce.
Part of speech : noun
Definition : money that you owe to someone

2. charge
Sentence : by 1996, Colizzi had about a dozen credit cards and $47000 in card charges personal loans. 
Part of speech : noun
Definition : the amount of money you have to pay for something

3. handle
Sentence : with the economy going well and unemployment low, many Americans believe they, too, can handle their increasing debts.
Part of speech : verb
Definition : to deal with a situation or problem

4. confident
Sentence : credit card companies continue giving them credit and this makes them more confident about their ability to spend more.
Part of speech : adjective
Definition : sure that you have the ability to do things well or deal with situations successfully

5. safety net
Sentence : but too many people today have no safety net.
Part of speech : noun
Definition : a system or arrangement that helps if they get into a difficult situation or have serious problems

6. hesitate
Sentence : I don't hesitate to spend.
Part of speech : verb
Definition : to pause before doing or saying something because you are uncertain 

7. expense
Sentence : many consumers are using credit cards to meet everyday expenses.
Part of speech : noun
Definition : the amount of money you spend on something

8. ultimately
Sentence : ultimately, consumers must take responsibility for living within limits, Abernethy said. 
Part of speech : adjective
Definition : after everything else has been done or considered",Korean
"Rice, bread, and potatoes are everyday foods. People eat them a lot and they are often comfort foods.
",Arabic
" 
I have a lovely sister who works at a bank in Korea. She is two years younger than me, but she is as tall as me. Of course, she is lighter than I am in weight. Then, she looks younger than her real age; I think it is because of the history of our family. Actually, all of my family members, including me, have young faces. Next, she has splendid, long black hair. Also, she often likes to change her hair style. So, she sometimes has big wavy long hair, or sometimes she has straight long hair. In addition, she has big eyes and double-edged eyelids, unlike me. Moreover, she has bright skin color and a good smile. Therefore, people who have ever seen her think that she is feminine and benevolent.
However, I know that she is not as affectionate as her appearance. First of all, she is selfish and doesn't take a conciliatory attitude to me. Especially, she yields an inch on that food, so we sometimes squabble. Once, someone came to my home with Haagen Dazs Vanila ice cream, and we put it in our refrigerator. At that time, I had no time to eat it because I had to go out to finish something. I was only thinking of the ice cream while I went out. However, I didn't eat it because my sister ate it all. I was really angry and asked for her about it. Then, she said, ""Why didn't you eat it before I eat it?"". On the contrary, she sometimes makes me laugh because she mishears what I say. Once, I asked her, ""Do you try the cheese snack?"", but she misheard me. She heard 'employment' instead of 'cheese snack', 'employment' is pronounced as 'chui jik' in Korean. Also, Such things are a daily event. Finally, I wish she would conduct in her appearance. Then, I think that she can be more lovely woman than what she is. 

",Korean
"She arrived in New York two weeks ago.

She's a student and she's from Taiwane.",Korean
The boat video is for who want to smell like a man. ,Chinese
"My Head Line is deep too.
I""m talkative but not clever.",Korean
"I learned to use synonyms, more vocabulary, and cause and effect ",Arabic
"
The towel absorbed most of the water.",Arabic
I have been in Pittsburgh for three monhtes.I have already done English Language coures at the ELI.I have visited many places in pittsburgh such as the zoo and downtowen.I have not done many things yet.I have not done special coures about library and I have not visited many beautiful places in Pittsburgh.,Arabic
" I have favorite hooby that playing soccer on 
every Sunday morning. There are several have to do something before the play soccer. First, some people equip oneself some material that people need to play soccer. For example, there are ball, uniform, First aid box, water. Then, go to the ground where we're playing soccer. When people arrive at the ground, enough to do prepare exercise all together. It is important thing preventable injury. After that, divide each teams into two parts. Finally, enjoy the play each other. As a result, some one thing not important but also every things were prepared.",Korean
"Bigum island is the best vacation location

 My best vaction location is Bigum island. The Bigum island 
is near by Mokpo in Korea. the Bigum island is not well-known place. Therefore, there are several reason why I like there. The first, I could lend a house easy. When I went another beach, I couldn't lend a house at the beach, because there are usually Many people in the beach. Second, I could swim in clean water. Another beaches usually have duty water. Third, I didn't need to pay for playing at the beach. When I went Kokgi beach, I had to pay 20 dollars for playing there. Fanally, I was comfortable vacation with my friend in the Bigum island. there are just less than fifty people in the beach, so there are not noise and cloud. When I went Heunde beach in Busan, there are more than 10,000 people. However there are not enough place to play many people, so sometimes they fought each other for their place. For these reason, the Bigum island is my best favorite vacation location.",Korean
" I taught at a high school in Korea. We had a big national horticulture competition last year. My school had to prepare five students for that competition. Jina was one of them. She was not the brightest student. However, she studied and practiced very hard every day. Finally, the competition day came. She won the second prize.",Korean
The advantaes they do not pay the rent for housing.,Arabic
" When I was in high school, I used to play soccer everyday with my friends. All my friends used to visit me every week to have a diner together. I know many people who like to bike a bicycle but I never used to bike it. These days, I like to drink coffee every morning but when I was in high school I used to drink it at night. My father used to ask me about my homework for this reason I become very careful with homework.",Arabic
used to take,Korean
"p.39

My room is a rectangle. When you walk in the door, you notice is the kitchen. The window is on the back wall. It is a big window. so I can enjoy beautiful outside. My bathroom is located between the kitchen and the window. There is a door that connects kitchen and bathroom. It is very comfortable. There are two drawers under the window. The closet is next to windows in the right corner. My bed is front of the closet. I could buy cheep cost it. Because this bed is used it.",Korean
"For this, a fermenting brine is needed",Korean
"6years ago, I had winter vacation. So I though about 
vacation plans. But I had enough time,so I decided go to trip. After one week, I was going to go to china with some classmates. A lot of chinese is not kind to foreign peoples, so I disappointed to chinese peoples.I went to Sang-hae, because I heared about Sang-hae night view.But I didn't have enough time,so I saw little view night view of Sang-hae. And I stayed during 3days. After 3days, I was coming 
my country. I had some experiences this trip. ",Korean
No I don't do anything to improve the world around us. But I am trying to do at least try to not do any thing that make the world or the environment worse. ,Arabic
"1.emphasis
2.appropriate
3.requires
4.analyze
5.authority
6.significant
7.flexible
8.challenge
9.normal
10.contact
",Chinese
I think his job is maker or creater for new Gadgests or improve Gadgests.,Arabic
The feeling is you think you are sick.,Arabic
"yesterday I planed to do workout with my roommate after finished my classes, but i could not do that because it was suddenly rainning a lot yesterday. so i just stayed in my house while it was rainning.",Korean
"F
I am studying English in Pittsburgh.",Chinese
They think that Pittsburgh still has a lot of air pollution.,Chinese
"ELI activities vary from week to week and semester to semeter that Students can participate kayaking in Fall or Summer, visit different museum in any season, horse-riding in Fall, have Holloween party in October, go to many kinds of ball games. There are many interesting activities that students and teachers can enjoy in.",Chinese
"First,i am going to memorize words ,then i am going to ask my friends that help me to dictation them .",Chinese
"In china,if you have not finish high school ,you could do such as waiter at restaurants,or temporary workers.",Chinese
"Frist of all,I must pass the writen test,secondly I must pass the read test,then I can obtain driver's license.",Chinese
The Cathedral building is really specific thing that I like about Pittsburgh.,Chinese
"TOPIC : DRAWING A PICTURE

 One of the things that I have been successful at is drawing a picture. First, I contributed to my success at drawing a picture was that I studied the fine arts for many years. For example, I have studied the fine arts while in a University and in a graduate school for 6 years. Second thing that contributed to my success at drawing a picture was that I have loved Henry Matisse's picture since I stared drawing a picture. I studied for his arts and his life. When I studied him and his art, then I could see that his arts are masterpiece and I could feel comfortable and beautiful. So I write a master's thesis about Henry Matisse. In result his arts had influence on my arts, and I think it is that contributed to my success at drawing a picture. The final thing that contributed to my success at drawing a picture was that I had a good fine arts teacher. He is a passionate artist. He used a multimedia in his arts. I studied a compute graphics, and I learned to ardor about arts from him, and I did ardor drawing a picture, then I have won the first prize. He helped me to become a better fine artist.",Korean
"My favorite vacation was Chinese New Year's Day last year. It was from February 6th to 11th. My family brought us to go to grandparents' house with my uncle's family on February 7th. The first of things was going to vist my grandparents when we got there, and we had a delicious meal together. We talked about some events of all year, and ther were many kinds of topics that liked works, children, health and any problems. Then, my grandparents encouraged us to make an extra effort certainly, and they told us that didn't give up anything easily. They were influence us very much. We stayed only one 
day and came back home. It was the best of my 
vacations because I could be able to visti my 
grandparents and talked about everything with my 
families. As you can see, I am very glad to have 
these families, without them, my fvorite vacation will not be the best.",Chinese
is she used to working,Chinese
"Describe My Class 

 When I enter to class I fell enjoy because it has a good design to learning. It is a different culture. My class is in cathedral of learning. There are a lots of chairs on the class. On the top of the class there are several lamps and several of speakers. On the lift there is heater and on the right of the class there is air condition. There are on the right of class coat rack. On the front of class there is green board. On the lift of the class there are three windows. On front of the door there is a trash basket. Finally, I liked my class and I enjoy coming to study in Eli institute .",Arabic
"Get from their family, a part-time job.",Korean
"First of all,you will have different study experience in Cathedral of Learning.
The second different study experience is study in the city of Pittsburgh.
The third different study experience is the ELI teachers.",Chinese
each body paragragraph has a topic sentence and several supporting sentences,Chinese
Yes.Animals alse have feeling. Love is not noly human being have.,Chinese
"1) a famous soccer team from Spain. And he is the winner for the last year in the UEFA Champions League . In the team there is a player, and he's the best soccer player in 2011 and his name is messi.

2)she is a teacher in The E.L.I . she is the best teacher for grammar class. she was sick in the last week, and we miss her.",Arabic
"Food in South Korea is less expensive than food in the United States. If I eat lunch in South Korea I'll pay $4~5, but in United States I'll pay around $10.

Food in South Korea is healtier than food in the United States because every Korean food includes a lot of vegetables.

Food in South Korea is spicier than food in the United States. Most of the Korean food cook with traditional hot chili sauce or powder. It's taste really spicy.

Food in South Korea is as salty as food in the United States. Most students in ELI who came America from another country, they feel food in the United States is salty than their country, but I'm not.

Food in South Korea is less quantity than food in the United States because I always hand down the food when I eat something in restaurant.

Food in South Korea is as bad as food in the United States because these days people usually eat fast food too much.",Korean
"He uses phone, pager, laptop and MP3 player, and he uses for work.",Arabic
They will get from their family or a part-time job.,Korean
I can give them advice and assist them . ,Arabic
"John McCain is one of the three candidates who are running for president of the USA in the upcoming 2008 elections.He is a republican nominee.He has been a U.S senator from Arizona since 1987.McCain had a 22 year military career as a pilot and officer in the Navy.He left the Navy in 1981,then he was elected as a U.S representative for 5 years from 1983 to 1987,after that he was elected as a U.S senator.During his 26 years as a senator ,McCain has built an impressive record of conservation and environmental stewardship.He has been a true leader in advancing environmental policy.Since 2003 ,Senator McCain has repeatedly introduced bipartisan cape- and trade legislation.If he is elected as a president ,his plans are to improve the economy and lives of the people of the USA.",Arabic
"Yes,I like cooking or preparing dishes,but I do not like to eat.Because when I make a food,I am very happly. I glad to cook food for my family ,and see them eat it.I enjoy cooking.",Chinese
It referes to stinky tofu.,Arabic
" I am going to introduce my best friend,Ho-young. When I was a child, I met him in middle school. I thought he was very interesting, so we got along well quickly.

 First, his height is about 170cm and he is not fat. He has a high nose and long ears and he has bad eyesight, so he wears classes. He also usually wears blue jeans and a big T-shirt. His hairstyle looks neat. He is not handsome, but when smile he, he is cute.
 
 Second, I always enjoy the time with him because he can imitate almost everyone. He has many funny things. So, he is most popular among my friend because my friend makes everyone comfortable and fun. He always smile to everyone and he comforts me anytime when I am worried about something. He also try to care and understand other friends.

 Finally, I am pride of my friend who makes us happy and comfortable all the time.

 ",Korean
Yesterday I went to my uncle's home to ate supper.,Korean
A word has various meaning. We can guess its appropriate meaning in situation of paragraph.,Korean
"My family have changed since 2005, When they moved to Riyadh and my brother was graduate from the university. My father was soldier in saudi army , then he retired. I was study in secondary school and my little brothers also. My mother has taught english for long time. And our house was very small , But now we have a big palace. Also, my uncle has lived for long time with us.",Arabic
I have obtained a driver's license for two years.,Chinese
"What I saw? 
1. boat .
2. sailboat
3. parashutes.
4. kite.
5. cooler.
What I hear?
1. pepole.
2. sea birds.
3. waves.
What I smelled?
1.sea smell.
2.seashell.
3. humidity.
4. barbecue.
What I taste?
1. grilled chicken.
2. cold cola.
3. ice cream.
What I touch?
1. sand.
2. beach umbrella.
3. sunscreen.
4. seashell.
 At The Beach
Going to the beach is one of my favorit activities. Last summer I had a wonderfull journey to the beach. I can not forget waht ever I had seen , tasted , smelled or touched around the sea.The sight was beautiful , there were alot of boats moving here and there.Children walked on the place carrying thei kites , they were trying to follow the parachutes which were so far .The sounds at the beach were very soft , we just heard people talking and laughing , the voices of the seabirds and the seawaves inspired me to relax.I believe that sea has a special smell, and I semelled it, there was little humidity. I touched a lot of things such as sand,seashell and sunscreen. Also, I uesed beach umbrella which was flexible to me. ",Arabic
"1. Write a topic sentence.
 -my favorite food
 

2. Make a list of supporting details.
 -kimchi, anti-cancer, spice, representive food, 


3. Think about the ideas on your list. cross out any idea that does not support you topic sentence.




4. Write your list in complete sentences.
 -Kimchi is a representative food in korea.
 -It is good for health because of its effect of anti-cancer.
 -It tastes spicy and a little saulty.



5. Use the topic and supporting sentences to write a paragraph.
 My favorite food is Kimchi. That is a representative food in korea. There are several types of kimchi but among them, I prefer pickled cabbage kimchi to any kimchies else. Also I usually like to eat spicy food. Kimchi tastes spicy and a little saulty. It is good for health because of its effect of anti-cancer. That is why I like a Kimchi.
",Korean
used to live,Chinese
"Earthquake happened very often in me country, especially on this season. Every earthquakes happened very sudden and made people no adequate defense, it always made serious problem. So we have to do precautionary measure to make us safe when the earthquake happen again.",Chinese
"When you take a trip in Korea, if you are not good at driving in Korea, you should not drive a car. And you'd better buy a card for public transportation. You can get discount.
If you would like to go from Seoul to another city, You should take a train.
And, you should offer your seat to an elderly person in a bus or a subway.
You should be able to say hello in Korean. We ought to bow to meet to elderly person. But you don't should bow.
If you like a soccer, You should talk with Korean about 2002 World cup game.
You'd better search a lot of information about Korea on internet.
The more you know, the more you can see.


",Korean
"(1)I think dictionary(count) is benefit(count) to me when i am doing reading homework(non-count).
(2)A lot of people(non-count) think god(count) create the world(count).
(3)According this accident(count),i aware(count)Alice loves(non-count) me.
(4)It accurate 30 dogs(count) in this room(count).
(5)My mother(count) thinks i am similar with my father(count). ",Chinese
My mother is a powerful role in my family. She can control what we can to do.,Chinese
Comets are consist of ice and dust.,Chinese
am typing,Arabic
"

Would you mind if i have a party with 20 people?
Maybe i think we'll make noise in my party.
i'm sorry about that!! Thank you :)",Korean
"Dae ANON_NAME_0 Kim has studied KOREA Unversity for 4 years old. He has struggled for Korea's democracy for many years. and he has been put in jail for many years. He has been elected Korea president since 1998. He has endeavored for peace between North Korea and South Korea for many years. After all, He has met North Korea's president since 2000. And then He has received a Novel peace prize since 2001. ",Korean
"That's for sure without a doubt, You can read the qoraan and find thousands of reasons.The qoraan alone is enough reason.",Arabic
didn't use to likes,Arabic
" International Restaurants 
 This essay will discuss restaurants from different countries. I will discuss the ingredients and historical infiuence of the types of foods. Chinese, Italian and Indian foods will be the focus.
 Chinese food can be very healthy becausse vegetables are often used. Stir fry is used often and is quick and easy to prepare. Many people like Chinese ethinc food because it tastes good and has many health benefits.
 Italian food uses pasta, meat and vegetables. Italian food varies in different regions of Italy. Italian style coffee is different than others because it is roasted darker darker. Italy is the biggest producer, exporter and consumer of wine. Finally, Italian cuisine is popular because it is satisfying.
 Indian food is mostly vegetarian and uses spices, herbs and vegetables. There are four types of Indian cuisine, northern, southern, eastern and western. Tea is the most common drink with Indian food. Finally, Indian food is liked because many Asian countries influence it.
 Chinese, Italian and Indian are the popular types of food. These types fo food have different styles of cooking around the world. They are liked because the are all delicious and unique.",Arabic
"Hi Sukhee, how are you? I'm in New York, I'm staying for more one week and and I hope you enjoy me. First, there are a lot of hotels with good deals and very restful. Second, there are too many restaurant of different kind of food and the food is so delicious. Third, there are different places to visited and to take pictures for souvenir. Then, there is a big museum that I found it and we can go together another time. In conclusion, there is nice and interesting city that you should to visited it.",Arabic
i'm playing football,Arabic
"She is studying photography in New - York
City .",Chinese
" Travel

 There are different reasons to travel. Some people are traveling just for fun and enjoys with their friends or family. For example, some family travels to beach and have fun with in two days. Also, some people travel to visit other country and enjoy when they see different places. The other reason to travel is working. Most people who work with company travel to other place for working. The company required the employees to travel to other country or other place. Some people are traveling to other place or other country to find a good job. The last reason is traveling for studying. A lot of students want studying. They travel to United State and studying English Language. Also, some students travel in the same country but different city and different university to complete and get high degree.
In conclusion, the reasons for traveling are travel for fun, work and study. 
",Arabic
you should order a wedding cake.,Chinese
"Yes,shour.",Arabic
"attend : He attends church services on Sundays.
circle : He has a large circle of readers.
modern : She studied about modern classic writers.
share : I don't share your opinion.
train : These students are being trained as doctor.
discuss : I discussed the problem with them.
discussion : She participated in the discussion.",Korean
"Art and Science in Architecture

Architecture is a vessel to contain human life by combination of art and science. First of all, there are lie science in architecture. From antiquity through the present we have lived in a house because it is a necessity to our daily living in inclement weather. In nature humans had to endure a blizzard, a heat wave and much moisture, so they have had an influence the slope of a roof or the shape of a window and so on. With the passage of time, the humans have required more scientific way to build bigger buildings. As a result, today we consider a lot of things which are lighting, ventilation, humidity controlling and so on when we make to build. Furthermore, architecture mirror political and social situation by art. For example, ancient buildings like the pyramids of Egypt and the Roman Colosseum show us ideologies, political beliefs and religions. By contrast, current buildings like a school and a hospital exhibit the public and the community. In addition, the humans basically have an aesthetic sense and they have desired to express their ideologies more beautiful. With the result that, now we marvel at the beautiful of buildings by texture, tone, geometric as art when we see those. To sum up, architecture makes our life of easy, enjoyment and enrichment. People are still making a request that their building become more convenient and beautiful. Therefore, I believe that architecture will be still worthy of important role in a future human life.
",Korean
"Oct.17.2006

Dear Daewon
 
Hey, how are you? In fact I want to buy shoes. I think about two different kinds of shoes-boots and running shoes. 
 I can't decide because both have some similar things and different things. First, their design is very different because the boots are longer than running shoes and they're prettier than running shoes. Second, the boots are less comfortable than running shoes so I can't wear the boots when I go to walk for exercise. Third, the boots are warmer than running shoes but I can wear them only in winter. In contrast, I can wear the running shoes anytime. Finally, their prices are similar so it doesn't matter.
 Please consider about them, and call me later. Bye.

",Korean
"assist
If she has free time, usually she assists me study English. ",Chinese
Do you know significance behind the Columbus Day?,Korean
"A(son and his friend), B(mother)
A: I want to travel to Boston to see a concert with my friend, but we don't have a car. May I borrow your car, please?
B: Well. I'm sure you can't drive a car, because you don't have a license.
A: Don't worry about it! He is going to drive your car, he has a drive license. 
B: O.K. I will lend my car. But I want your friend to be careful. Can you promise me to drive a car carefully?
A: Sure, thanks mom. ",Korean
I prepare for a vocabulary test by dictation and by read in it more than three times.,Arabic
"*She is expenses for room and board on campus, phone, books, transportation, and clothes.",Arabic
"hi : sindy !
 I recently moved to Okland , Pennsylvaina ,I live in an apartment with my Aunts fimaliy .
my new address is 
2435 Forbes AVENUE 
PITTSBURGH PA 15201
 I am considering buying a new Laptop for my study and work in my new apartment ,but i don't know much about computer , ,so i wanted to get your opinion on what I should buy ,I have found two different Laptops that are within my price range , but i think that i like the silvery white Laptop better than the greyish white Laptop for three different reasons , frist ,the silvery white Laptop is easy use and contorl for the useful software alredy setup in CPU. so when you need to use just easy to find out them in the computer ,don't neet to spend other money to buy software to setup then used up,while the greyish white Laptop need you to buy that software and setup by yourself , that is very diffcult things said to me .sencond the silvery white Laptop has inside the wireless that is very useful and helpful said to me use internet to do study and work ,,i will be able to got internet everywhere , so i very like this .in contrast , if i buy the greyish white Laptop i need spend money to asked the telphone company to come my new apartment to set up cable ,then i can contact internet ,that's not convenience . last of all , the silvery white Laptop is a little cheaper than the greyish white Laptop at now , cause the silvery white Laptop is on sale at Best buy for $790.while the greyish white Laptop is not on sale at Best Buy and cost $800.i think that the silvery white Laptop is obviously the best choice for my study and work at new apartment .
 please write back and let me know what you think about these two different Laptops ,Also , if you can Visit ,I'd enjoy seeing you again ,and i will give you a tour of my new apartment and the city of pittsburgh.

sincerely
",Chinese
could,Chinese
I explained to my son the rules that he must obey time to time until he understood them.,Chinese
You can plant more trees in spring.,Chinese
"Personal Letter
 
 October 20, 2006 
Dear Ben,

How are you? 
 I'll buy a camera for my daughter and son. I have been saw a camera of two different brand; but they have different a function and price. I want your thoughts. 
First, there are differences between the Olympus Camera one and the Sonny Camera one name.
Next, the Olympus camera one has several options. For example, it has 5.0-Mega pixel, 4-digital zoom, 3- optical, but, the Sony camera one has 4.1-Mega pixel. 
Finally, the Olympus camera is price is $269.88. But, The Sony camera is $199.99.
The Olympus camera is more expensive than the Sony camera. I prefer the Olympus camera, so, I will buy an Olympus camera because the 
Olympus camera has more options than the Sony camera.

 Sincerely, 



P S: See you soon",Korean
"I used to go to church every sunday and have lunch with my friends. 
then, if i have some free time, I used to go to shopping with my friends or my mother. ",Korean
" My Living room 
 My living room is a very nice place. It is square. When you enter the room, the first thing you notice is the big table in the middle of the room, and on this table there are three candles. Front of you there is a dresser. On the dresser there are two lamps and there is a beautiful picture above the dresser. On the left there is a single chair, and on the right there is a red sofa. I think it is a regular room.",Arabic
"Main idea : Describe at the beach

5 senses
See : wave, sand, BBQ, people, beach ball, beach towel, drinks, dog,
 boat, surfer, blue sky, fish, starfish, sea laver, shell

Hear : wave, cigar, BBQ,, music, nosiy, shell , wind


Small : salty, BBQ, sand,


Taste : salty, BBQ, beer, coke, hotdog, fries,


Touch : sun cream, oil, pet, sand, water, wet sand


Feel : peaceful, exciting, calm, happy, relax, hot, warm,


 There are many things that makes people relax and happy if they are on the beach. They are lying down on warm and soft sand. The sand makes people feeling that lying on the thick, soft and very light cashmere. While they are relaxing on the snug sand bed, some heavy BBQ small makes people drool over and over. When people can notice that they feel little hot, deep blue sky and ocean make them feel cool down enough with wave, cloud and light and soft wind. They never get board, they can see and hear that clapping waves, rapping seagulls and dogs with shells who are making base sound. 
",Korean
"Actually, I have two things in my mind. 
The First thing is to go to Paris for trip and another thing is to go to L.A to attend Pilates workshop. If I can afford to go Paris and to attend Pilates workshop, I'll do both. I still go back and forth between Paris and L.A.
But, I am sure that I am going to attend ELI program in university of Pittsburgh.
And I am going to study hard more. I hope so....

And I have a important plan that is to reduce my fat. I gained 10 pounds since I came to America. 
So, I am going to not only do exercise but also eat healthful food. 

And I'll get bicycle. I heard about beautiful autumn weather of Pittsburgh. So I'll enjoy the autumn weather riding bicycle. 
I am looking forward to riding bicycle along the river. 
",Korean
"When I studied in the high school, my math is so bad that I got the low grades all the time. I was so worried about that and I prepared much homework and practice about mathematical every day to finish it. Day by day, there was a little bit improvement in my math's grade. However, with this kind of tiny improvement, I was ill. The reason why I got sick is that I was too hard-working and I cannot get enough time to do something to take rest, such as doing exercise, listening to music and sleeping. My parents found this problem, and they talked to me about it. My parents said that I cannot do it in a such rushed condition, and I should take it easy instead. After that, I followed my parents' advice and I schedule my time suitable for my self so that I can leave time on amusement and studying. Finally, I got the nice result both in my math's grade and my own lifestyle. So, slow and steady wins the race. It's a truth.",Chinese
"Fiona [Last Name]
Oct,06
 
 Ways to meet people in new place

 The best way to meet people in new place that you can do is take park in 

activities that you I interest. For example, outside activity, such as jogging 

in the park, playing in the amusement park or participate in the sport club, 

then you can meet people as you have same hobbits, or traveling to foreign 

country.

The other is inside activity, such as going to the club restaurant to watch the 

ball game then you can cheer together with same with your support team, or doing 

somethings volunteer to help someone as you can.

The different place will let you meet different culture, different people, of 

course different way to be told of the direction, and here have many different 

ways to let you meet people in a new place.
",Chinese
"You must carefully follew steps in the process.
Original sentence:
The make something all the process is very important.",Chinese
The tour guide emphasized that we should stay on the path.,Korean
"Writing in English
 Here are a few instructions for typing in English. English sentences begin with a capital letter, and they usually end with a period. Hold the shift key down and type a letter to make a capital letter. Use the space bar to put one space between words. Also, put one space after a comma and two spaces after a period. Do not put a space between a word and a comma or period. Do not hit the enter key that at the end of a line.
 Use the enter key when",Arabic
" While I am planning on taking a trip with my friend, I need to tell anyone about my plans. First, I will write down my own procedure. Making a list of something I prepare to do about this trip. Those contain a digital camera, a flashlight, cell phone, a small first-aid kit, a lot of water, and enough food during a trip. Then I check the boat equipment, or engine, if prepare appropriately to an island, and bring lots of oil with boat. At the same time I have to check the weather how the day is. I can take a little clothing, sunglasses, and umbrella and put tent in my backpack. Finally, I always bring the map of on a trip, if you can't find it. I must to be a guide, is responsible for arranging for anything. The planning list can let me be safe.
",Chinese
"1. When I was young, I used to play the violin.
 Since I was young, I have not played the violin.

2. In high school, I studied Germany.
 Since I graduated, I have studied Japanese.

3. When I was high school student, I played basketball with my friends.
 Since I graduated, I have played soccer with my friends.

4. When I was young, I did not use to eat sushi.
 Since I was middle school, I have loved eating sushi.

5. When I was an elementary student, I had not wear glasses.
 Since I became middle school student, I have been wearing glasses. 
",Korean
"do you know the significance behind Columbus day ?
",Arabic
"Electric Light
Movie Camera
Machine To Play Music",Chinese
"These are statistic about how one of the Taiwan banks earned and spent their money in 2006. There were 53 percent that earned by government. For example, sometimes government give they some money for help. Second, they eared 46 percent of their money by interest. Then, there was only 1 percent earned money by other ways. In addition, business spent 74 percent of their money. Moreover, the human affairs pay out was 18 percent. Finally, their office pay out was 8 percent. These are some statistic for you to realize how banks earned and spent their money in 2006.",Chinese
I stayed at home.I watched TV and washed my clothes.,Korean
"Dear Members,

 I know that some of you are discouraged because it is taking you so long to run five miles. Don't give up yet. In the first year, you maybe need 45 minutes to run five miles. It is long. If you can continue run everyday, you should be more fast before. In the second year, you maybe just need 34 minutes to run. This will big growing. In the fourth year, you can run five miles in 32 minutes. After seven years, you just need about 30 minutes. You will save 15 minutes one times.
 Remember, keep up, you will be fast.

Best, 

ANON_NAME_0",Chinese
"Let me introduce how to manicure nails.
First of all, wash your hands and apply some hand cream. Second, use the equipment of cuticle-removal to remove your cuticles. Next, apply a base coat of nail enamel. After that, apply a colorful nail enamel. Last, apply a top coat of nail enamel. If you soak your hands in water for a while, a nail enamel is quick to dry. You can make nice nails. But if you do it often, it is not good for your nails.",Korean
children are capable of walking around their first birthday,Arabic
"I joined activity, so I played kayak and went fishing.",Korean
A good mother is an important role in her chidren's life.,Chinese
You should utilize the OSS system to hand in your homework today.,Korean
I was studing for today test.,Korean
I turn on radio because brew coffe.,Arabic
He is reporter for a magazine.,Korean
He is a reporter for a magazine.,Korean
I will go to Japan,Chinese
F. pittsburgh Is not as famous as Philadelphia.,Arabic
"My country attracts you to many kind of interesting things. First of all, korean foods are attractive cuisines. For example, althiugh it is very hot spicy, foreign people who come from various nations like korean food, such as Bul-gogi, Kim-Chi, and Kim-bab. you might like these foods. Second, since we have been had history for 4000 years old, Korea has many traditional secnic spots. One of them is BULKUKSA which is one of world cutural legacys. The most great thing is our language that is Han-Gul that differs from other languges in many aspects. It made by Se-Jong king who is 4th king of Cho-Sun dynasty and many scholars for the people. If you learn Korean, you should know that you are able to express your feeling and mind because Han-Gul has lots of expressive words. For above reasons, everything that korea has gives you lots of amsusement. 
 ",Korean
" I had never forget the day my new year-spring festival. The chinese new year is now popular known as the spring festival because it starts from the beginning of spring.The day and Christmas Day are similar. In that day, all family members get together celebrate the day. Waking up on New Year, first they extend greetings to their parents,then each child will get money as a New Year gift in red paper. People will eat dumplings that traditional spring festival food. The Spring Festival are a good time for relatives, friends, and classmates as well as colleagues to exchange greetings, gifts and chat leisurely.",Chinese
"
1. What was your hobby in your childhood?

2. Why did you choose (hobby name)?

3. What was your favorite subject in your school life?

4. Why did you choose (subject name)?

5. Who was your favorite peron in your school life?

6. Why did you choose him or her?

7. Do you enjoy your present life?

8. What is the most important thing in your present life?

9. Why do you choose (something)?

10. What do you want to do before you die?",Korean
"
2. What food faux pas bother or annoy people in your country? Why?

 Using hands for eating is food Faux pas in my country. It makes to annoy someone is using hands during a meal. It can make ethical problems. Also, this behavior is taboo. it isn't appropriate in my country.",Korean
"I normally take a shower.

I have a breakfast if time is available.

I check e-mail.",Korean
"Because my husband study at law school of PITT,so he help me to select the ELI of PITT.",Chinese
[n] the power that sb has to make sb behave in a particular way,Korean
